Global ID,Label,nyuId,nyuClass,nyu40id,nyu40class,eigen13id,eigen13class,Unnamed: 6,RIO27 Mapping,Unnamed: 8,RIO7 Mapping,#sum,#train,#test,#val
317,paper towel dispenser,14.0,paper towel dispenser,40,otherprop,7,Objects,0,-,0,-,16,13,4,3
318,papers,483.0,papers,26,paper,7,Objects,0,-,0,-,8,6,0,2
319,partition,21.0,wall,1,wall,12,Wall,1,wall,0,-,23,23,0,0
320,pavement,11.0,floor,38,otherstructure,0,-,0,-,0,-,2,2,0,0
321,pc,46.0,computer,40,otherprop,7,Objects,26,object,0,-,100,95,17,5
322,pepper,885.0,pepper,40,otherprop,7,Objects,0,-,0,-,3,3,0,0
323,pet bed,157.0,bed,40,otherprop,7,Objects,13,pillow,5,cushions,5,5,4,0
324,photo frame,508.0,photo,11,picture,8,Picture,0,-,0,-,6,6,0,0
325,photos,508.0,photo,11,picture,8,Picture,0,-,0,-,2,2,0,0
326,piano,298.0,piano,39,otherfurniture,6,Furniture,0,-,0,-,8,8,0,0
327,picture,64.0,picture,11,picture,8,Picture,0,-,6,items,585,492,50,93
328,pictures,64.0,picture,11,picture,8,Picture,26,object,0,-,4,4,5,0
329,pile,,,40,otherprop,7,Objects,0,-,0,-,8,8,0,0
330,pile of books,85.0,books,40,otherprop,7,Objects,0,-,0,-,20,12,0,8
331,pile of bottles,2.0,bottle,40,otherprop,7,Objects,0,-,0,-,9,6,0,3
332,pile of candles,137.0,candle,40,otherprop,7,Objects,0,-,0,-,2,0,0,2
333,pile of folders,213.0,folders,26,paper,7,Objects,0,-,0,-,4,4,3,0
334,pile of papers,483.0,papers,26,paper,7,Objects,0,-,0,-,8,4,3,4
335,pile of pillows,119.0,pillow,18,pillow,7,Objects,13,pillow,0,-,4,4,0,0
336,pile of wires,92.0,wire,40,otherprop,7,Objects,0,-,0,-,1,1,0,0
337,pillar,94.0,column,38,otherstructure,0,-,0,-,0,-,59,59,10,0
338,pillow,119.0,pillow,18,pillow,7,Objects,13,pillow,5,cushions,1569,1362,198,207
339,pin board wall,34.0,cork board,40,otherprop,7,Objects,1,wall,0,-,4,4,0,0
340,pipe,41.0,pipe,40,otherprop,7,Objects,0,-,0,-,50,46,4,4
341,plank,698.0,wooden plank,38,otherstructure,0,-,0,-,0,-,85,85,0,0
342,plant,82.0,plant,40,otherprop,7,Objects,19,plant,6,items,993,833,74,160
343,planter,239.0,plant pot,40,otherprop,7,Objects,19,plant,0,-,3,3,0,0
344,plants,82.0,plant,40,otherprop,7,Objects,19,plant,0,-,8,8,0,0
345,plate,233.0,plate,40,otherprop,7,Objects,0,-,0,-,60,50,1,10
346,plates,233.0,plate,40,otherprop,7,Objects,0,-,0,-,6,6,0,0
347,platform,,,38,otherstructure,0,-,0,-,0,-,2,2,0,0
348,player,170.0,dvd player,40,otherprop,7,Objects,0,-,0,-,10,7,0,3
349,pocket,,,40,otherprop,7,Objects,0,-,0,-,3,3,0,0
350,podest,215.0,stairs,39,otherfurniture,6,Furniture,0,-,0,-,2,2,0,0
351,pooh,389.0,toy,40,otherprop,7,Objects,0,-,0,-,2,2,0,0
352,poster,406.0,poster board,11,picture,8,Picture,1,wall,0,-,6,6,3,0
353,pot,16.0,pot,40,otherprop,7,Objects,26,object,0,-,45,38,0,7
354,price tag,218.0,tag,40,otherprop,7,Objects,0,-,0,-,22,22,3,0
355,printer,66.0,printer,40,otherprop,7,Objects,26,object,0,-,55,42,0,13
356,projector,90.0,projector,40,otherprop,7,Objects,0,-,0,-,0,0,3,0
357,puf,359.0,ottoman,39,otherfurniture,6,Furniture,0,-,0,-,61,61,0,0
358,puppet,99.0,doll,40,otherprop,7,Objects,0,-,0,-,2,2,1,0
359,rack,50.0,stand,39,otherfurniture,6,Furniture,0,-,0,-,112,101,6,11
360,radiator,236.0,radiator,39,otherfurniture,6,Furniture,26,object,0,-,165,146,5,19
361,radio,188.0,radio,40,otherprop,7,Objects,0,-,0,-,4,4,0,0
362,rag,852.0,rags,27,towel,7,Objects,0,-,0,-,4,0,0,4
363,rail,497.0,railing,38,otherstructure,0,-,0,-,0,-,3,3,0,0
364,railing,497.0,railing,38,otherstructure,0,-,0,-,0,-,8,8,0,0
365,ramp,,,38,otherstructure,0,-,0,-,0,-,7,7,0,0
366,recycle bin,307.0,bin,40,otherprop,7,Objects,26,object,0,-,19,17,0,2
367,refrigerator,17.0,refridgerator,24,refridgerator,6,Furniture,16,fridge,4,appliances,79,73,6,6
368,rocking chair,5.0,chair,5,chair,4,Chair,5,chair,1,seating,5,3,0,2
369,roll,449.0,roll of paper towels,40,otherprop,7,Objects,0,-,0,-,48,48,0,0
370,rolled carpet,571.0,rolled carpet,20,floor mat,7,Objects,2,floor,0,-,11,11,0,0
371,rolling cart,305.0,cart,40,otherprop,7,Objects,26,object,0,-,4,4,0,0
372,rolling pin,267.0,utensil,40,otherprop,7,Objects,0,-,0,-,5,5,0,0
373,roof,4.0,ceiling,22,ceiling,3,Ceiling,15,ceiling,0,-,1,1,0,0
374,round table,19.0,table,7,table,10,Table,7,table,2,table / cabinet,11,5,0,6
375,rowing machine,457.0,excercise equipment,40,otherprop,7,Objects,0,-,0,-,4,4,0,0
376,rubbish bin,12.0,garbage bin,40,otherprop,7,Objects,26,object,0,-,6,6,0,0
377,rug,130.0,rug,40,otherprop,7,Objects,0,-,0,-,28,28,0,0
378,sack,55.0,bag,37,bag,7,Objects,0,-,0,-,56,56,4,0
379,salad,752.0,food wrapped on a tray,40,otherprop,7,Objects,0,-,0,-,3,3,0,0
380,salt,361.0,salt container,40,otherprop,7,Objects,0,-,0,-,12,12,3,0
381,sauce boat,233.0,plate,40,otherprop,7,Objects,0,-,0,-,0,0,2,0
382,scale,639.0,scale,40,otherprop,7,Objects,0,-,0,-,24,22,1,2
383,scarf,240.0,scarf,40,otherprop,7,Objects,14,clothes,0,-,2,2,0,0
384,screen,89.0,curtain,40,otherprop,7,Objects,0,-,0,-,7,2,0,5
385,seat,524.0,furniture,39,otherfurniture,6,Furniture,5,chair,0,-,3,3,0,0
386,seat pad,119.0,pillow,18,pillow,7,Objects,13,pillow,0,-,6,6,0,0
387,sewing machine,890.0,sewing machine,40,otherprop,7,Objects,26,object,0,-,6,6,0,0
388,shades,80.0,blinds,38,otherstructure,0,-,0,-,0,-,32,32,0,0
389,shampoo,548.0,cleaner,40,otherprop,7,Objects,0,-,0,-,8,8,0,0
390,sheets,348.0,sheets,40,otherprop,7,Objects,0,-,0,-,4,4,0,0
391,shelf,42.0,shelves,15,shelves,6,Furniture,11,shelf,2,table / cabinet,1423,1278,145,145
392,shelf clutter,,,40,otherprop,7,Objects,11,shelf,0,-,2,2,0,0
393,shelf of caps,42.0,shelves,15,shelves,6,Furniture,11,shelf,0,-,3,3,0,0
394,shelf unit,42.0,shelves,15,shelves,6,Furniture,11,shelf,0,-,15,15,0,0
395,shelves,42.0,shelves,15,shelves,6,Furniture,11,shelf,0,-,21,21,9,0
396,shirt,141.0,clothes,40,otherprop,7,Objects,14,clothes,0,-,3,3,0,0
397,shoe,149.0,shoe,40,otherprop,7,Objects,0,-,6,items,9,5,0,4
398,shoe box,26.0,box,29,box,7,Objects,20,box,0,-,2,2,0,0
399,shoe commode,614.0,shoe rack,17,dresser,6,Furniture,3,cabinet,0,-,3,3,0,0
400,shoe rack,614.0,shoe rack,15,shelves,6,Furniture,11,shelf,0,-,7,4,0,3
401,shoe shelf,614.0,shoe rack,15,shelves,6,Furniture,11,shelf,0,-,11,11,0,0
402,shoes,149.0,shoe,40,otherprop,7,Objects,0,-,0,-,97,92,23,5
403,showcase,540.0,display case,3,cabinet,6,Furniture,3,cabinet,2,table / cabinet,69,58,15,11
404,shower,667.0,shower base,38,otherstructure,0,-,0,-,0,-,49,46,7,3
405,shower curtain,123.0,shower curtain,28,shower curtain,7,Objects,12,curtain,0,-,51,44,10,7
406,shower door,28.0,door,8,door,0,-,8,door,0,-,6,0,0,6
407,shower floor,11.0,floor,2,floor,5,Floor,2,floor,0,-,11,9,0,2
408,shower gel,133.0,soap,40,otherprop,7,Objects,0,-,0,-,3,3,0,0
409,shower wall,21.0,wall,1,wall,12,Wall,1,wall,0,-,47,25,5,22
410,side table,19.0,table,7,table,10,Table,7,table,2,table / cabinet,84,59,3,25
411,sideboard,7.0,counter,12,counter,6,Furniture,0,-,0,-,6,6,0,0
412,sidecouch,83.0,sofa,6,sofa,9,Sofa,6,sofa,0,-,8,8,0,0
413,sidetable,19.0,table,7,table,10,Table,7,table,0,-,6,6,0,0
414,sign,208.0,sign,40,otherprop,7,Objects,0,-,0,-,6,6,0,0
415,sink,24.0,sink,34,sink,6,Furniture,23,sink,4,appliances,380,320,22,60
416,sink counter,7.0,counter,12,counter,6,Furniture,10,counter,0,-,2,2,0,0
417,slanted wall,21.0,wall,1,wall,12,Wall,1,wall,0,-,2,2,0,0
418,snowboard,408.0,board,40,otherprop,7,Objects,26,object,0,-,6,6,0,0
419,soap,133.0,soap,40,otherprop,7,Objects,0,-,0,-,2,2,4,0
420,soap dish,638.0,soap dish,40,otherprop,7,Objects,0,-,0,-,6,3,0,3
421,soap dispenser,502.0,bottle of soap,40,otherprop,7,Objects,0,-,0,-,32,32,0,0
422,socket,98.0,electrical outlet,40,otherprop,7,Objects,0,-,0,-,8,7,0,1
423,sofa,83.0,sofa,6,sofa,9,Sofa,6,sofa,3,bed / sofa,246,210,22,36
424,sofa chair,5.0,chair,5,chair,4,Chair,5,chair,3,bed / sofa,27,23,2,4
425,sofa couch,83.0,sofa,6,sofa,9,Sofa,6,sofa,0,-,2,2,0,0
426,speaker,54.0,speaker,40,otherprop,7,Objects,0,-,0,-,28,28,0,0
427,spice,272.0,spice bottle,40,otherprop,7,Objects,0,-,0,-,0,0,12,0
428,spices,272.0,spice bottle,40,otherprop,7,Objects,0,-,0,-,3,3,0,0
429,sponge,250.0,sponge,40,otherprop,7,Objects,0,-,0,-,3,0,0,3
430,spots,353.0,spot light,40,otherprop,7,Objects,0,-,0,-,2,2,0,0
431,squeezer,746.0,juicer,40,otherprop,7,Objects,0,-,0,-,6,6,0,0
432,stair,215.0,stairs,38,otherstructure,0,-,0,-,0,-,16,13,8,3
433,stairs,215.0,stairs,38,otherstructure,0,-,0,-,0,-,49,48,0,1
434,stand,50.0,stand,39,otherfurniture,6,Furniture,7,table,6,items,129,116,13,13
435,star,389.0,toy,40,otherprop,7,Objects,0,-,0,-,4,4,0,0
436,statue,294.0,sculpture,40,otherprop,7,Objects,0,-,0,-,10,10,0,0
437,statuette,294.0,sculpture,40,otherprop,7,Objects,0,-,0,-,4,4,0,0
438,stepladder,48.0,ladder,39,otherfurniture,6,Furniture,0,-,0,-,2,2,0,0
439,stereo,84.0,stereo,40,otherprop,7,Objects,0,-,0,-,1,1,0,0
440,stereo equipment,84.0,stereo,40,otherprop,7,Objects,26,object,0,-,5,5,0,0
441,stick,529.0,stick,40,otherprop,7,Objects,0,-,0,-,2,2,0,0
442,stool,150.0,stool,40,otherprop,7,Objects,5,chair,1,seating,323,300,8,23
443,storage,645.0,storage space,40,otherprop,7,Objects,0,-,0,-,2,2,0,0
444,storage bin,812.0,storage bin,40,otherprop,7,Objects,26,object,0,-,6,0,3,6
445,storage box,26.0,box,29,box,7,Objects,20,box,0,-,22,22,0,0
446,storage container,26.0,box,29,box,7,Objects,20,box,6,items,6,2,0,4
447,storage unit,813.0,storage chest,39,otherfurniture,6,Furniture,3,cabinet,0,-,3,3,0,0
448,stove,242.0,stove,38,otherstructure,0,-,0,-,0,-,100,83,1,17
449,stroller,373.0,stroller,40,otherprop,7,Objects,0,-,0,-,3,3,0,0
450,stuffed animal,177.0,stuffed animal,40,otherprop,7,Objects,0,-,0,-,31,30,13,1
451,sugar packs,,,40,otherprop,7,Objects,0,-,0,-,3,3,0,0
452,suitcase,199.0,suitcase,40,otherprop,7,Objects,0,-,6,items,61,55,2,6
453,switch,301.0,light switch,40,otherprop,7,Objects,0,-,0,-,2,2,0,0
454,t-shirt,141.0,clothes,40,otherprop,7,Objects,14,clothes,0,-,6,6,0,0
455,table,19.0,table,7,table,10,Table,7,table,2,table / cabinet,855,767,113,88
456,table lamp,144.0,lamp,35,lamp,7,Objects,24,lamp,6,items,39,31,11,8
457,table soccer,510.0,foosball table,40,otherprop,7,Objects,0,-,0,-,1,1,0,0
458,tablet,19.0,table,40,otherprop,7,Objects,0,-,0,-,7,7,2,0
459,teapot,678.0,tea pot,40,otherprop,7,Objects,0,-,0,-,2,2,0,0
460,teddy bear,465.0,toy doll,40,otherprop,7,Objects,0,-,0,-,1,1,0,0
461,telephone,32.0,telephone,40,otherprop,7,Objects,0,-,0,-,57,52,1,5
462,tennis raquet,626.0,tennis racket,40,otherprop,7,Objects,0,-,6,items,4,0,0,4
463,tent,835.0,tent,40,otherprop,7,Objects,0,-,0,-,2,2,0,0
464,things,,,40,otherprop,7,Objects,0,-,0,-,4,4,0,0
465,tile,,,40,otherprop,7,Objects,0,-,0,-,0,0,10,0
466,tire,,,40,otherprop,7,Objects,0,-,0,-,4,4,0,0
467,tissue pack,138.0,tissue box,40,otherprop,7,Objects,0,-,0,-,2,2,0,0
468,toaster,251.0,toaster,40,otherprop,7,Objects,26,object,6,items,11,7,0,4
469,toilet,124.0,toilet,33,toilet,6,Furniture,22,toilet,4,appliances,155,128,17,27
470,toilet brush,630.0,toilet brush,40,otherprop,7,Objects,0,-,0,-,50,38,9,12
471,toilet paper,139.0,toilet paper,40,otherprop,7,Objects,0,-,0,-,66,54,10,12
472,toilet paper dispenser,647.0,toilet paper holder,40,otherprop,7,Objects,0,-,0,-,23,11,0,12
473,toilet paper holder,647.0,toilet paper holder,40,otherprop,7,Objects,0,-,0,-,10,10,0,0
474,toiletry,125.0,toiletries bag,40,otherprop,7,Objects,0,-,0,-,13,13,10,0
475,tool wall,21.0,wall,40,otherprop,7,Objects,1,wall,0,-,4,4,0,0
476,towel,135.0,towel,27,towel,7,Objects,18,towel,0,-,339,306,30,33
477,towel basket,39.0,basket,40,otherprop,7,Objects,0,-,0,-,6,6,0,0
478,towels,135.0,towel,27,towel,7,Objects,18,towel,0,-,5,5,0,0
479,toy,389.0,toy,40,otherprop,7,Objects,0,-,0,-,26,26,0,0
480,toy house,490.0,toy house,40,otherprop,7,Objects,0,-,0,-,4,4,0,0
481,trash bin,12.0,garbage bin,40,otherprop,7,Objects,26,object,0,-,0,0,6,0
482,trash can,12.0,garbage bin,40,otherprop,7,Objects,26,object,6,items,320,287,23,33
483,trashcan,12.0,garbage bin,39,otherfurniture,6,Furniture,26,object,0,-,9,6,2,3
484,tray,179.0,tray,40,otherprop,7,Objects,0,-,0,-,13,13,0,0
485,treadmill,458.0,treadmill,39,otherfurniture,6,Furniture,0,-,0,-,4,1,0,3
486,tree,82.0,plant,40,otherprop,7,Objects,0,-,0,-,2,2,0,0
487,tree decoration,842.0,decoration item,40,otherprop,7,Objects,0,-,0,-,5,0,0,5
488,tube,413.0,cardboard tube,40,otherprop,7,Objects,0,-,0,-,33,27,0,6
489,tv,172.0,television,25,television,11,TV,17,tv,4,appliances,211,172,17,39
490,tv stand,291.0,tv stand,39,otherfurniture,6,Furniture,3,cabinet,2,table / cabinet,106,75,15,31
491,tv table,291.0,tv stand,7,table,10,Table,7,table,0,-,6,6,0,0
492,typewriter,376.0,typewriter,40,otherprop,7,Objects,0,-,0,-,1,1,0,0
493,ukulele,300.0,guitar,40,otherprop,7,Objects,0,-,0,-,2,2,0,0
494,umbrella,203.0,umbrella,40,otherprop,7,Objects,0,-,0,-,13,13,3,0
495,upholstered wall,21.0,wall,1,wall,12,Wall,1,wall,0,-,8,8,0,0
496,urinal,124.0,toilet,40,otherprop,7,Objects,0,-,0,-,2,2,0,0
497,utensils,317.0,utensils,40,otherprop,7,Objects,0,-,0,-,2,0,0,2
498,vacuum,306.0,vacuum cleaner,40,otherprop,7,Objects,0,-,0,-,6,6,2,0
499,vacuum cleaner,306.0,vacuum cleaner,40,otherprop,7,Objects,26,object,0,-,28,28,2,0
500,vase,78.0,vase,40,otherprop,7,Objects,0,-,0,-,104,60,13,44
501,ventilation,25.0,air vent,38,otherstructure,0,-,26,object,0,-,9,9,2,0
502,ventilator,,,40,otherprop,7,Objects,0,-,0,-,9,1,0,8
503,wall,21.0,wall,1,wall,12,Wall,1,wall,0,-,5707,5052,605,655
504,wall /other room,21.0,wall,1,wall,12,Wall,1,wall,0,-,28,22,0,6
505,wall frame,64.0,picture,11,picture,8,Picture,1,wall,0,-,54,54,13,0
506,wall plants,82.0,plant,40,otherprop,7,Objects,19,plant,0,-,2,2,0,0
507,wall rack,42.0,shelves,15,shelves,6,Furniture,11,shelf,0,-,3,3,0,0
508,wardrobe,772.0,wardrobe,39,otherfurniture,6,Furniture,3,cabinet,2,table / cabinet,250,236,47,14
509,wardrobe door,28.0,door,8,door,0,-,8,door,0,-,7,7,0,0
510,washbasin,24.0,sink,34,sink,6,Furniture,23,sink,0,-,3,3,0,0
511,washing basket,164.0,laundry basket,40,otherprop,7,Objects,26,object,0,-,21,21,0,0
512,washing machine,278.0,washing machine,40,otherprop,7,Objects,0,-,0,-,89,74,0,15
513,washing powder,501.0,clothing detergent,40,otherprop,7,Objects,26,object,0,-,8,7,0,1
514,water,875.0,package of bottled water,40,otherprop,7,Objects,0,-,0,-,5,5,0,0
515,water heater,588.0,water heater,40,otherprop,7,Objects,0,-,0,-,9,9,0,0
516,watering can,329.0,can,40,otherprop,7,Objects,0,-,0,-,4,4,0,0
517,weights,457.0,excercise equipment,40,otherprop,7,Objects,0,-,0,-,1,1,0,0
518,weigths,457.0,excercise equipment,40,otherprop,7,Objects,0,-,0,-,3,3,0,0
519,whiteboard,45.0,whiteboard,30,whiteboard,7,Objects,1,wall,0,-,52,52,19,0
520,window,59.0,window,9,window,13,Window,9,window,7,structure,867,781,97,86
521,window board,477.0,window frame,38,otherstructure,0,-,9,window,0,-,4,4,0,0
522,window clutter,,,40,otherprop,7,Objects,9,window,0,-,4,4,0,0
523,window frame,477.0,window frame,38,otherstructure,0,-,9,window,0,-,53,53,7,0
524,windows,59.0,window,9,window,13,Window,9,window,0,-,1,0,0,1
525,windowsill,477.0,window frame,38,otherstructure,0,-,9,window,0,-,246,229,28,17
526,wood,552.0,piece of wood,40,otherprop,7,Objects,0,-,0,-,8,0,3,8
527,wood box,26.0,box,29,box,7,Objects,20,box,0,-,2,2,0,0
528,xbox,518.0,console system,40,otherprop,7,Objects,0,-,0,-,2,2,0,0
